2022-02-17 19:59:55.503 EST,,,25539,,620eef8b.63c3,1,,2022-02-17 19:59:55 EST,,0,LOG,00000,"ending log output to stderr",,"Future log output will go to log destination ""csvlog"".",,,,,,,"","postmaster",,0
2022-02-17 19:59:55.503 EST,,,25539,,620eef8b.63c3,2,,2022-02-17 19:59:55 EST,,0,LOG,00000,"starting PostgreSQL 14.2 (Ubuntu 14.2-1.pgdg18.04+1) on x86_64-pc-linux-gnu, compiled by gcc (Ubuntu 7.5.0-3ubuntu1~18.04) 7.5.0, 64-bit",,,,,,,,,"","postmaster",,0
2022-02-17 19:59:55.504 EST,,,25539,,620eef8b.63c3,3,,2022-02-17 19:59:55 EST,,0,LOG,00000,"listening on IPv4 address ""127.0.0.1"", port 5432",,,,,,,,,"","postmaster",,0
2022-02-17 19:59:55.505 EST,,,25539,,620eef8b.63c3,4,,2022-02-17 19:59:55 EST,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,,"","postmaster",,0
2022-02-17 19:59:55.524 EST,,,25541,,620eef8b.63c5,1,,2022-02-17 19:59:55 EST,,0,LOG,00000,"database system was shut down at 2022-02-17 19:59:55 EST",,,,,,,,,"","startup",,0
2022-02-17 19:59:55.534 EST,,,25539,,620eef8b.63c3,5,,2022-02-17 19:59:55 EST,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,,"","postmaster",,0
2022-02-17 19:59:56.588 EST,"postgres","template1",25554,"[local]",620eef8c.63d2,1,"idle",2022-02-17 19:59:56 EST,3/2,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-02-17 19:59:57.104 EST,"postgres","template1",25560,"[local]",620eef8d.63d8,1,"idle",2022-02-17 19:59:57 EST,3/4,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-02-17 19:59:57.618 EST,"postgres","template1",25563,"[local]",620eef8d.63db,1,"idle",2022-02-17 19:59:57 EST,3/6,0,LOG,00000,"statement: ",,,,,,,,,"psql","client backend",,0
2022-02-17 20:00:15.167 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,1,"idle",2022-02-17 20:00:14 EST,3/8,0,LOG,00000,"statement: BEGIN",,,,,,,,,"","client backend",,0
2022-02-17 20:00:15.167 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,2,"idle in transaction",2022-02-17 20:00:14 EST,3/8,0,LOG,00000,"statement: SET extra_float_digits = 3",,,,,,,,,"","client backend",,0
2022-02-17 20:00:15.168 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,3,"idle in transaction",2022-02-17 20:00:14 EST,3/8,0,LOG,00000,"statement: SET application_name = 'PostgreSQL JDBC Driver'",,,,,,,,,"","client backend",,0
2022-02-17 20:00:15.168 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,4,"idle in transaction",2022-02-17 20:00:14 EST,3/8,0,LOG,00000,"statement: COMMIT",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-17 20:00:15.185 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,5,"idle",2022-02-17 20:00:14 EST,3/9,0,LOG,00000,"statement: select current_schema()",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-17 20:00:15.192 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,6,"idle",2022-02-17 20:00:14 EST,3/10,0,LOG,00000,"statement: SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM, c.relname AS TABLE_NAME,  CASE n.nspname ~ '^pg_' OR n.nspname = 'information_schema'  WHEN true THEN CASE  WHEN n.nspname = 'pg_catalog' OR n.nspname = 'information_schema' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TABLE'   WHEN 'v' THEN 'SYSTEM VIEW'   WHEN 'i' THEN 'SYSTEM INDEX'   ELSE NULL   END  WHEN n.nspname = 'pg_toast' THEN CASE c.relkind   WHEN 'r' THEN 'SYSTEM TOAST TABLE'   WHEN 'i' THEN 'SYSTEM TOAST INDEX'   ELSE NULL   END  ELSE CASE c.relkind   WHEN 'r' THEN 'TEMPORARY TABLE'   WHEN 'p' THEN 'TEMPORARY TABLE'   WHEN 'i' THEN 'TEMPORARY INDEX'   WHEN 'S' THEN 'TEMPORARY SEQUENCE'   WHEN 'v' THEN 'TEMPORARY VIEW'   ELSE NULL   END  END  WHEN false THEN CASE c.relkind  WHEN 'r' THEN 'TABLE'  WHEN 'p' THEN 'PARTITIONED TABLE'  WHEN 'i' THEN 'INDEX'  WHEN 'P' then 'PARTITIONED INDEX'  WHEN 'S' THEN 'SEQUENCE'  WHEN 'v' THEN 'VIEW'  WHEN 'c' THEN 'TYPE'  WHEN 'f' THEN 'FOREIGN TABLE'  WHEN 'm' THEN 'MATERIALIZED VIEW'  ELSE NULL  END  ELSE NULL  END  AS TABLE_TYPE, d.description AS REMARKS,  '' as TYPE_CAT, '' as TYPE_SCHEM, '' as TYPE_NAME, '' AS SELF_REFERENCING_COL_NAME, '' AS REF_GENERATION  FROM pg_catalog.pg_namespace n, pg_catalog.pg_class c  LEFT JOIN pg_catalog.pg_description d ON (c.oid = d.objoid AND d.objsubid = 0  and d.classoid = 'pg_class'::regclass)  WHERE c.relnamespace = n.oid  AND n.nspname LIKE 'public' AND (false  OR ( c.relkind = 'r' AND n.nspname !~ '^pg_' AND n.nspname <> 'information_schema' ) )  ORDER BY TABLE_TYPE,TABLE_SCHEM,TABLE_NAME ",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-17 20:00:15.196 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,7,"idle",2022-02-17 20:00:14 EST,3/11,0,LOG,00000,"statement: SELECT * FROM (SELECT n.nspname,c.relname,a.attname,a.atttypid,a.attnotnull OR (t.typtype = 'd' AND t.typnotnull) AS attnotnull,a.atttypmod,a.attlen,t.typtypmod,row_number() OVER (PARTITION BY a.attrelid ORDER BY a.attnum) AS attnum, nullif(a.attidentity, '') as attidentity,pg_catalog.pg_get_expr(def.adbin, def.adrelid) AS adsrc,dsc.description,t.typbasetype,t.typtype  FROM pg_catalog.pg_namespace n  JOIN pg_catalog.pg_class c ON (c.relnamespace = n.oid)  JOIN pg_catalog.pg_attribute a ON (a.attrelid=c.oid)  JOIN pg_catalog.pg_type t ON (a.atttypid = t.oid)  LEFT JOIN pg_catalog.pg_attrdef def ON (a.attrelid=def.adrelid AND a.attnum = def.adnum)  LEFT JOIN pg_catalog.pg_description dsc ON (c.oid=dsc.objoid AND a.attnum = dsc.objsubid)  LEFT JOIN pg_catalog.pg_class dc ON (dc.oid=dsc.classoid AND dc.relname='pg_class')  LEFT JOIN pg_catalog.pg_namespace dn ON (dc.relnamespace=dn.oid AND dn.nspname='pg_catalog')  WHERE c.relkind in ('r','p','v','f','m') and a.attnum > 0 AND NOT a.attisdropped  AND n.nspname LIKE 'public' AND c.relname LIKE 'item') c WHERE true  ORDER BY nspname,c.relname,attnum ",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-17 20:00:15.200 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,8,"idle",2022-02-17 20:00:14 EST,3/12,0,LOG,00000,"statement: SELECT     tmp.TABLE_CAT,     tmp.TABLE_SCHEM,     tmp.TABLE_NAME,     tmp.NON_UNIQUE,     tmp.INDEX_QUALIFIER,     tmp.INDEX_NAME,     tmp.TYPE,     tmp.ORDINAL_POSITION,     trim(both '""' from pg_catalog.pg_get_indexdef(tmp.CI_OID, tmp.ORDINAL_POSITION, false)) AS COLUMN_NAME,   CASE tmp.AM_NAME     WHEN 'btree' THEN CASE tmp.I_INDOPTION[tmp.ORDINAL_POSITION - 1] & 1::smallint       WHEN 1 THEN 'D'       ELSE 'A'     END     ELSE NULL   END AS ASC_OR_DESC,     tmp.CARDINALITY,     tmp.PAGES,     tmp.FILTER_CONDITION FROM (SELECT NULL AS TABLE_CAT, n.nspname AS TABLE_SCHEM,   ct.relname AS TABLE_NAME, NOT i.indisunique AS NON_UNIQUE,   NULL AS INDEX_QUALIFIER, ci.relname AS INDEX_NAME,   CASE i.indisclustered     WHEN true THEN 1    ELSE CASE am.amname       WHEN 'hash' THEN 2      ELSE 3    END   END AS TYPE,   (information_schema._pg_expandarray(i.indkey)).n AS ORDINAL_POSITION,   ci.reltuples AS CARDINALITY,   ci.relpages AS PAGES,   pg_catalog.pg_get_expr(i.indpred, i.indrelid) AS FILTER_CONDITION,   ci.oid AS CI_OID,   i.indoption AS I_INDOPTION,   am.amname AS AM_NAME FROM pg_catalog.pg_class ct   JOIN pg_catalog.pg_namespace n ON (ct.relnamespace = n.oid)   JOIN pg_catalog.pg_index i ON (ct.oid = i.indrelid)   JOIN pg_catalog.pg_class ci ON (ci.oid = i.indexrelid)   JOIN pg_catalog.pg_am am ON (ci.relam = am.oid) WHERE true  AND n.nspname = 'public' AND ct.relname = 'item') AS tmp ORDER BY NON_UNIQUE, TYPE, INDEX_NAME, ORDINAL_POSITION ",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
2022-02-17 20:00:15.202 EST,"project1user","project1db",25671,"127.0.0.1:45662",620eef9e.6447,9,"idle",2022-02-17 20:00:14 EST,3/13,0,LOG,00000,"statement: SELECT * FROM (SELECT n.nspname,c.relname,a.attname,a.atttypid,a.attnotnull OR (t.typtype = 'd' AND t.typnotnull) AS attnotnull,a.atttypmod,a.attlen,t.typtypmod,row_number() OVER (PARTITION BY a.attrelid ORDER BY a.attnum) AS attnum, nullif(a.attidentity, '') as attidentity,pg_catalog.pg_get_expr(def.adbin, def.adrelid) AS adsrc,dsc.description,t.typbasetype,t.typtype  FROM pg_catalog.pg_namespace n  JOIN pg_catalog.pg_class c ON (c.relnamespace = n.oid)  JOIN pg_catalog.pg_attribute a ON (a.attrelid=c.oid)  JOIN pg_catalog.pg_type t ON (a.atttypid = t.oid)  LEFT JOIN pg_catalog.pg_attrdef def ON (a.attrelid=def.adrelid AND a.attnum = def.adnum)  LEFT JOIN pg_catalog.pg_description dsc ON (c.oid=dsc.objoid AND a.attnum = dsc.objsubid)  LEFT JOIN pg_catalog.pg_class dc ON (dc.oid=dsc.classoid AND dc.relname='pg_class')  LEFT JOIN pg_catalog.pg_namespace dn ON (dc.relnamespace=dn.oid AND dn.nspname='pg_catalog')  WHERE c.relkind in ('r','p','v','f','m') and a.attnum > 0 AND NOT a.attisdropped  AND n.nspname LIKE 'public' AND c.relname LIKE 'review') c WHERE true  ORDER BY nspname,c.relname,attnum ",,,,,,,,,"PostgreSQL JDBC Driver","client backend",,0
